Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DayOfWeek,Holiday,EnergyConsumption,Year,Month,Day,Hour
26.731524781805252,37.29787044961106,1419.7490137965287,6,,,12.074223142216765,Friday,Yes,81.18318756246354,2022,1,1,14
22.10024262178738,56.09917871988325,1144.8062949047298,8,,,10.900770033732996,Sunday,No,74.081256288494,2022,1,1,15
29.32557592878712,56.95417356701815,1620.861781135627,0,,,15.453999472973807,Friday,No,89.4982076601557,2022,1,1,16
23.74244749481492,42.24584548342733,1413.595106864955,1,,,3.940678287777141,Sunday,Yes,72.87244263642421,2022,1,1,17
27.524189220859466,47.17242967942455,1832.1997785770343,9,,,19.68895830922032,Thursday,No,83.8998965998896,2022,1,1,18
27.63139001845522,36.14029374467184,1251.553720835332,4,,,8.848082816473534,Wednesday,Yes,82.07757940317406,2022,1,1,19
28.7049945527175,59.931894786121376,1211.2618021121182,9,,,11.703977742489942,Friday,Yes,94.236287728335,2022,1,1,20
21.10111178256601,30.41800645418693,1677.105260698892,3,,,14.51720370832993,Sunday,Yes,59.672380432970826,2022,1,1,21
23.00091980393784,43.63838293291814,1228.3223766902736,1,,,4.302844586055179,Saturday,No,70.23522761734993,2022,1,1,22
24.74905765950469,57.216848654263046,1253.708860396828,6,,,0.6603375462558703,Tuesday,No,78.39420777459377,2022,1,1,23
26.729367191665855,46.19408776943607,1533.8875228293596,8,,,18.5810340057255,Wednesday,No,87.84164465666763,2022,1,2,0
22.575924329206178,57.7495719227239,1040.2062146036978,8,,,8.906945509097325,Tuesday,Yes,72.92984426206768,2022,1,2,1
27.011513197244877,52.637571884657305,1701.2553405115032,9,,,24.051355077458528,Thursday,No,86.66909405376278,2022,1,2,2
26.570000593742623,43.330311963375614,1126.0627981873615,7,,,2.9434034323461225,Thursday,No,80.41142775984329,2022,1,2,3
21.820077577118944,56.855188125958406,1289.616032810379,3,,,25.513774644213942,Tuesday,Yes,64.21209800102363,2022,1,2,4
23.220629928291007,46.07387943210247,1649.5103531928776,2,,,18.270528189168942,Tuesday,No,74.16033755004982,2022,1,2,5
28.875374569208283,31.803130453234026,1887.2017226982111,5,,,24.46883621156326,Tuesday,Yes,81.04958057295511,2022,1,2,6
20.833491610497568,51.14700701801437,1096.7031280679794,1,,,21.865100350797228,Saturday,No,70.30817192579988,2022,1,2,7
27.46564120140408,34.9409910367269,1491.2879488851015,9,,,4.6457386056945404,Thursday,No,82.28439185280472,2022,1,2,8
20.623500489834765,50.14503354220139,1036.4623172912152,6,,,0.3722012648189066,Saturday,No,59.847392688307885,2022,1,2,9
27.31481126572729,42.93605505297437,1876.510298961869,4,,,1.1813311411593264,Tuesday,Yes,82.50403686398842,2022,1,2,10
27.42511354993544,32.394788065588216,1155.2301001435485,9,,,8.166146956672918,Monday,Yes,82.78244589126273,2022,1,2,11
24.07915813451661,54.09504887445641,1850.3220231803864,7,,,21.06081425541792,Tuesday,Yes,74.67411328167944,2022,1,2,12
29.91382998898481,53.34075278909026,1924.1861207571112,0,,,25.84805422710293,Thursday,No,86.88913818269737,2022,1,2,13
24.52137298758392,42.27647348582312,1654.9299772328145,7,,,1.6471723322743026,Saturday,Yes,78.54242641942929,2022,1,2,14
21.89878543127921,48.63351462602176,1958.9635358554865,4,,,20.21773265658062,Monday,Yes,77.22845715853467,2022,1,2,15
23.516264720993824,52.37155796010059,1517.168540999046,7,,,8.270639173483916,Saturday,Yes,73.73515145603137,2022,1,2,16
27.1481166642526,43.12086624044412,1296.5818068796584,8,,,16.99702392488144,Saturday,Yes,91.84340824868656,2022,1,2,17
23.574353632517656,52.85166419960819,1491.880064573067,2,,,24.46090952239937,Thursday,No,73.35070513237227,2022,1,2,18
20.51618553995076,40.918499706064985,1114.2301237129743,8,,,20.489097790934643,Monday,Yes,66.20209750906106,2022,1,2,19
23.159190043519654,33.08814922387616,1183.4936058135677,6,,,15.654792218150218,Friday,Yes,77.85177634998958,2022,1,2,20
29.98804611564981,51.19663001184678,1516.752703311117,2,,,16.10496033318202,Monday,No,90.98147610427824,2022,1,2,21
22.87904856617314,30.35776228999121,1162.659354413115,7,,,13.390538929932507,Monday,Yes,81.91707933111346,2022,1,2,22
24.617958714158057,49.04122554864104,1666.0436474922356,6,,,21.600154740134737,Tuesday,Yes,70.22461753933254,2022,1,2,23
27.35268110983973,36.25924919238827,1024.9989858937445,6,,,22.17502218192356,Saturday,No,88.73376918202806,2022,1,3,0
29.4367895074536,48.84844941310104,1234.0853680866385,2,,,6.662874484173437,Thursday,Yes,76.55502512631448,2022,1,3,1
21.75402642665544,45.5386430923988,1514.8270370715445,4,,,9.846127121574138,Tuesday,No,62.05505493579667,2022,1,3,2
22.124213759030667,47.34391565524731,1919.119996208746,6,,,5.352018638001322,Friday,No,62.00189386466329,2022,1,3,3
21.32477612950562,33.61505670735282,1857.2683694193847,9,,,13.52386674371843,Tuesday,Yes,80.45212742101157,2022,1,3,4
22.086811922474794,43.83891693254598,1325.6002039883774,5,,,12.274820353976573,Monday,No,64.71822006448231,2022,1,3,5
29.95687944543529,56.78880560031188,1864.7323664037672,8,,,4.93873793676906,Friday,Yes,91.87196450897233,2022,1,3,6
22.466458319173128,45.228409421067546,1902.8038240327676,6,,,0.5770304431135131,Saturday,No,69.69226303092958,2022,1,3,7
21.10053158610883,52.70577939457823,1896.816079175297,7,,,25.007682077563224,Tuesday,No,63.85097612559908,2022,1,3,8
25.02320238265005,43.58649903471925,1434.5263111079676,1,,,2.1751376627840524,Thursday,Yes,68.80528577996184,2022,1,3,9
24.56121815223363,37.03931988895259,1689.4554548228862,3,,,21.331712339087563,Thursday,Yes,76.30130928798148,2022,1,3,10
27.34490228945882,33.68329828659663,1187.6137331373209,2,,,17.663953484228607,Saturday,No,84.03868416047865,2022,1,3,11
26.209435413222995,40.77160427979762,1038.6767198939715,1,,,14.779714452460691,Monday,No,77.67379217139589,2022,1,3,12
26.210702266888138,42.084182961399954,1098.7993275437675,7,,,1.554091825506374,Sunday,Yes,78.9122501589774,2022,1,3,13
21.50172634196033,43.35331518509382,1546.5082455132003,9,,,20.75590320303998,Tuesday,Yes,64.04242487840129,2022,1,3,14
25.38274545985014,51.90269994964382,1350.7565854072911,0,,,27.7480438663646,Tuesday,No,78.18728130362722,2022,1,3,15
21.203472435117007,49.61036981078196,1529.6571154960998,7,,,17.187331454964607,Tuesday,No,63.39384819262403,2022,1,3,16
21.530255220213963,42.01688338628461,1660.5352671428975,8,,,7.675986826636647,Sunday,No,76.1061781008304,2022,1,3,17
24.501785568140253,48.58331043267368,1631.6347139345492,9,,,24.696387867372568,Monday,Yes,60.14423797781192,2022,1,3,18
24.29072347206709,36.98773403191924,1847.3956285621407,6,,,10.955154959932422,Thursday,No,80.19264551142784,2022,1,3,19
27.336620808382342,50.87667729455613,1143.1051769409855,7,,,27.622484462627945,Wednesday,Yes,86.22364506793032,2022,1,3,20
20.735715500615072,48.506636238037885,1836.542651466284,4,,,9.295439071913757,Friday,No,53.26327834004948,2022,1,3,21
22.787858297629416,43.9510486471958,1134.0026160549453,6,,,20.36258260903396,Monday,Yes,64.963183670906,2022,1,3,22
21.652937745810068,56.13704538377151,1140.6015497610567,8,,,19.512862046045367,Tuesday,No,66.43892064888173,2022,1,3,23
25.080881384605885,59.67153433028882,1897.7022242369349,8,,,14.391799747910376,Friday,No,75.91390632236421,2022,1,4,0
25.792511525815144,33.892215875037266,1849.829581108728,7,,,25.875969475523284,Wednesday,Yes,84.1914674081221,2022,1,4,1
26.38607928227496,43.295777618025824,1851.597741234608,5,,,17.471964829862657,Sunday,Yes,75.25176382432235,2022,1,4,2
22.140257043395216,49.42487793686675,1037.2068852025438,7,,,3.329907540458863,Tuesday,Yes,75.0144709786204,2022,1,4,3
24.175776484229303,41.80015037049925,1198.62522424261,6,,,18.470624103976128,Sunday,No,69.36574478049252,2022,1,4,4
24.66814180599299,43.14091041789855,1310.8749121436545,0,,,22.936053481520812,Saturday,Yes,78.04604233404717,2022,1,4,5
20.8306921561722,52.19017625682678,1772.0857079256311,7,,,21.71119540606205,Thursday,Yes,67.48478775030759,2022,1,4,6
25.70272908051244,53.31665481703489,1050.3176022812484,8,,,26.817107779448893,Sunday,No,78.25428789721424,2022,1,4,7
22.28517562664769,40.65991340311216,1688.890826156082,4,,,19.455960671298747,Tuesday,No,74.84338094009375,2022,1,4,8
20.357297197814656,52.95666984491464,1150.2851690246343,8,,,21.0683111197589,Monday,No,64.64191192860432,2022,1,4,9
29.645292782200077,42.51360621060932,1417.5932587170862,7,,,7.756313432988929,Friday,No,89.08843429796624,2022,1,4,10
20.746599465577813,39.363068123724446,1907.1675791196,0,,,11.895547620597808,Monday,No,73.15432864841176,2022,1,4,11
27.304802408534588,48.59586683094426,1348.377743921042,7,,,2.0506823016824005,Wednesday,No,72.1170986136019,2022,1,4,12
25.02629923610621,48.09543819655122,1711.6093599661583,7,,,0.0628265571446751,Sunday,Yes,76.72156432900981,2022,1,4,13
20.92610834786026,46.18534283672064,1619.5522508716913,7,,,16.788693093004923,Saturday,Yes,65.97246106658439,2022,1,4,14
25.239493543593387,43.07836640910352,1601.8132146884382,3,,,0.1949425875486288,Thursday,Yes,61.53670969150112,2022,1,4,15
24.342179614794837,47.40595643763173,1102.6056996132347,8,,,1.3163304862579015,Friday,Yes,77.38447783546265,2022,1,4,16
25.480164067044672,55.32138505998299,1408.2789651901426,7,,,23.13402272938549,Thursday,Yes,76.07661992033586,2022,1,4,17
29.3500696830084,30.885380029218144,1045.036523776285,1,,,27.416817350951728,Sunday,Yes,74.8678736943382,2022,1,4,18
29.950503029569347,42.42525804881877,1679.773171668803,4,,,13.953181436568943,Friday,Yes,86.28935401350225,2022,1,4,19
26.623180737805964,37.72919218018745,1361.2447810300714,6,,,27.20434275045516,Sunday,No,83.87525695191415,2022,1,4,20
23.54130272076084,34.5349059413692,1712.281768748431,8,,,29.27369740216594,Wednesday,Yes,83.45804939133072,2022,1,4,21
24.391570140323367,53.03415959323223,1982.7838546992168,8,,,20.487670160811536,Sunday,No,81.99682840223484,2022,1,4,22
27.75515876532632,39.848106673676696,1355.3852202147957,8,,,6.843562851288679,Wednesday,Yes,86.64692164178189,2022,1,4,23
26.286906188021035,40.70675768151472,1384.3252560857636,3,,,9.713536759245526,Monday,Yes,75.98238074965289,2022,1,5,0
20.979909211456427,58.11562860796074,1179.4861922820678,9,,,8.577365909079408,Friday,No,70.71436235851863,2022,1,5,1
26.515860600727823,58.65666760689435,1389.6982242952515,8,,,25.93440019060957,Monday,No,81.7455295095431,2022,1,5,2
29.686160083513528,33.99960255410263,1419.4620608172213,5,,,11.944144266638828,Sunday,Yes,85.18255250346287,2022,1,5,3
22.36951967063015,54.38705918903003,1167.0982004816349,9,,,25.046346709338543,Wednesday,Yes,75.29040593436996,2022,1,5,4
23.927237470201163,53.67575902279949,1193.2010252507732,9,,,6.517224119794784,Thursday,No,85.18197378804605,2022,1,5,5
20.826652146717024,39.19961425336057,1573.5114805655037,9,,,27.63778503586976,Friday,No,72.76703721222391,2022,1,5,6
28.23550800460484,54.70047192364585,1419.6413134686445,5,,,21.38887253916912,Monday,No,81.81977544986103,2022,1,5,7
22.89496303791875,54.115116406603335,1364.4710914438915,6,,,10.789183244331234,Sunday,Yes,78.64588465860416,2022,1,5,8
21.6399808241071,59.41123031214244,1258.09651534508,0,,,29.85772332971616,Saturday,No,66.95161483968974,2022,1,5,9
21.631350503011426,50.47608150964855,1888.7015821044,4,,,5.67298741622467,Tuesday,No,71.17906441062561,2022,1,5,10
22.77963692771154,58.58018635300594,1226.3187266326547,1,,,25.21007390326529,Monday,No,63.861910204942966,2022,1,5,11
20.070625228686637,54.008592805457226,1457.8643272330607,5,,,4.681821390806382,Friday,Yes,61.130942848363965,2022,1,5,12
27.48755597657033,38.514506831605054,1130.0378302522874,2,,,8.811531070715622,Tuesday,Yes,79.72428614261031,2022,1,5,13
28.53814894005697,49.96585219450951,1512.1380631149746,4,,,9.808761453648405,Sunday,Yes,81.89398685671573,2022,1,5,14
29.2570243244667,38.18426699137763,1293.9739795020191,1,,,21.16298503668752,Saturday,No,85.36040306812063,2022,1,5,15
23.02144911808179,47.87589415373565,1610.793389093792,8,,,28.05386821077091,Wednesday,Yes,77.77646909816677,2022,1,5,16
24.741303614194493,38.02144715813855,1896.9408769455067,2,,,23.23288102375323,Monday,No,87.74800460069132,2022,1,5,17
27.403154678696605,33.03160262596282,1237.3459923520145,5,,,14.199556858811023,Sunday,Yes,72.3960115782119,2022,1,5,18
26.506372227822904,56.16762904744485,1300.4430831373002,3,,,12.832198663444268,Tuesday,No,69.56901196476844,2022,1,5,19
22.676177223684757,47.26094946562805,1038.2548224651764,6,,,20.96630382738889,Tuesday,Yes,73.2522162580531,2022,1,5,20
23.89271280785603,49.395078840518686,1887.4370391731052,9,,,3.0707091217565265,Tuesday,Yes,75.81440197116459,2022,1,5,21
29.052408789936464,39.08467957030161,1221.8467155573103,8,,,7.374000375157875,Tuesday,No,86.53486772687651,2022,1,5,22
27.30842166642431,58.56743563116402,1239.6202801239697,8,,,22.210965173901517,Monday,Yes,81.19093782580337,2022,1,5,23
20.76246135401603,30.50361681291639,1736.014902844016,4,,,8.830312238974479,Wednesday,No,76.93645309620132,2022,1,6,0
22.06278270177169,57.56876666379654,1204.3719003385525,1,,,5.364319369730417,Sunday,No,64.5953373760119,2022,1,6,1
28.883183855816185,39.63866758953277,1600.051332782194,9,,,5.8711643019080615,Saturday,No,81.1090189124048,2022,1,6,2
24.12705094945204,47.96403459334165,1188.1040769652068,3,,,27.94493487517636,Sunday,Yes,70.25774284987176,2022,1,6,3
22.045109984787786,33.324257898503895,1735.080411205346,0,,,14.780811547512627,Tuesday,No,65.98142190071894,2022,1,6,4
23.469313673719093,31.1850040594187,1842.9698334803172,4,,,4.066659492203416,Thursday,Yes,76.19515389291618,2022,1,6,5
24.121989217611294,36.22531924874789,1636.739575096052,1,,,11.777568179354464,Thursday,Yes,72.16382017990225,2022,1,6,6
27.55284508228243,34.53818230472783,1073.066165861618,3,,,17.600570713586695,Monday,No,74.11809532316923,2022,1,6,7
21.33084051381747,36.94767020118629,1518.000607262546,2,,,9.506523032471629,Saturday,No,73.92814359788368,2022,1,6,8
28.54821118816656,34.65484006352291,1096.8574341241738,3,,,22.825421881860592,Wednesday,No,80.51166202577497,2022,1,6,9
23.798081761570703,59.35728858868117,1138.3768161488222,2,,,24.216529182808586,Friday,No,68.56408772167514,2022,1,6,10
24.76878004008374,46.22169249552975,1075.24160687709,4,,,17.881958206831754,Friday,No,71.4275936133967,2022,1,6,11
21.301536970709083,52.101508633912886,1924.9997939403704,0,,,24.40168326322818,Thursday,No,64.0769676381083,2022,1,6,12
22.72197376460728,35.89964365502057,1229.5579899535535,1,,,7.759617922072195,Tuesday,No,57.48444204410177,2022,1,6,13
29.458379717387388,56.40345028566804,1724.596154301106,9,,,1.3999899323588116,Wednesday,No,82.59776720138095,2022,1,6,14
24.74355526681912,43.279525236359945,1252.710601519103,2,,,26.163305513971967,Thursday,Yes,77.51805130415416,2022,1,6,15
21.52426617309369,33.25524914434561,1381.696147726456,7,,,11.54903845770297,Tuesday,No,71.01713960978869,2022,1,6,16
25.521470351732276,48.27578381746096,1300.7040976874428,0,,,10.146022908205572,Saturday,Yes,64.69791035517181,2022,1,6,17
26.20669205199192,46.43151994704209,1659.1480964987,9,,,10.593930470183643,Monday,No,76.30888108689255,2022,1,6,18
28.49026590088053,44.50404118903296,1844.7772007556212,0,,,29.35010468425103,Friday,Yes,80.0038474890762,2022,1,6,19
24.285688244951665,39.68855486724439,1194.8779926397324,3,,,23.38926667709245,Friday,Yes,72.10407562222572,2022,1,6,20
29.580869515395115,45.41719161087126,1400.05846191636,6,,,28.04939870613846,Thursday,Yes,93.78946764246312,2022,1,6,21
21.95690400025256,45.7831224913396,1520.1424966650534,7,,,28.462480938915768,Wednesday,No,78.13896312348292,2022,1,6,22
25.16589293988249,39.60412761994733,1520.136081504815,3,,,2.933334153619441,Wednesday,No,87.32448956439137,2022,1,6,23
24.01594208770407,47.94053553498296,1568.2833403281447,3,,,14.99383660057842,Sunday,Yes,74.17904403679803,2022,1,7,0
22.788163745855844,34.07807563816202,1710.94924654669,0,,,17.946251136870536,Thursday,No,69.91514117978062,2022,1,7,1
26.040894955045736,47.538231978862726,1494.2672203558873,8,,,11.35995327760961,Thursday,Yes,91.59435479545417,2022,1,7,2
20.796724169393286,34.411356370926754,1294.459690635765,5,,,26.34952407916873,Thursday,Yes,76.13895450681913,2022,1,7,3
24.951479078272804,35.683034671331846,1607.748928093796,9,,,19.996572878842997,Monday,No,70.97691337938971,2022,1,7,4
24.74071985508593,46.133899775987565,1528.481675896865,4,,,26.28441195838419,Monday,No,79.4339400188436,2022,1,7,5
27.35805437126441,36.16290662042438,1054.1714429296296,3,,,27.755802895835703,Tuesday,No,77.65217034892018,2022,1,7,6
22.93456303023421,34.016836004984576,1081.9823539263905,3,,,9.55963797370189,Thursday,Yes,74.11609389205148,2022,1,7,7
22.170888734920588,41.10062846608015,1336.849287109329,4,,,18.726304845005934,Friday,No,67.63764065291417,2022,1,7,8
22.05580615441809,47.31027361626275,1314.007738288631,6,,,29.55972039273647,Wednesday,Yes,72.59022722499552,2022,1,7,9
29.82050357558108,37.03244970007737,1657.764637267109,6,,,28.835620555354684,Sunday,No,85.12072843207085,2022,1,7,10
24.52923700528654,39.48944934390285,1587.9297676463725,0,,,15.923690864342898,Wednesday,No,76.92758507734762,2022,1,7,11
29.58684969243783,53.87531481251021,1604.5142154813898,1,,,25.67681807111177,Friday,Yes,82.96293306052968,2022,1,7,12
28.961065597258337,43.88354637574899,1686.8397802470236,0,,,6.322472386123138,Friday,Yes,77.22008603312915,2022,1,7,13
24.409070367689715,43.31585056823559,1311.4164767091163,3,,,20.391466373552067,Sunday,No,71.13106167742689,2022,1,7,14
24.09961989407236,45.08272117889668,1748.2362667815878,2,,,27.23745792411095,Saturday,No,69.27222198435854,2022,1,7,15
26.609641720351465,59.72756652655453,1796.4192861405195,7,,,13.965052720209618,Sunday,No,82.23684827593902,2022,1,7,16
29.33981338353756,46.06150305882551,1774.894356386773,5,,,15.410563182571796,Saturday,Yes,83.33161598574218,2022,1,7,17
28.045369751086035,39.32440919441908,1120.3265035392749,3,,,21.23633845733195,Thursday,Yes,95.0709621683288,2022,1,7,18
24.74475302503648,30.16745157755969,1866.0889864799235,0,,,8.620037739243363,Wednesday,No,79.80025010450828,2022,1,7,19
24.939436141326404,40.48957381280836,1536.626802627764,4,,,11.4861751413587,Tuesday,No,78.73050081593509,2022,1,7,20
22.553950124150788,41.04818250308767,1317.1613295680822,1,,,15.189540736366672,Monday,Yes,85.42767734648194,2022,1,7,21
26.07494158212376,35.517320879415294,1531.8853160440765,6,,,6.3192005989780125,Thursday,No,84.03168982758035,2022,1,7,22
20.632690730111605,50.95243488485451,1004.4065498330264,5,,,26.35900959005416,Tuesday,No,72.89058361910637,2022,1,7,23
25.71473453511247,42.29866536535226,1999.204208464013,1,,,29.565863391343647,Saturday,No,75.6149818889058,2022,1,8,0
20.91479245484502,31.71009383031899,1486.7808684517167,5,,,4.306860347577192,Friday,No,71.7896472154404,2022,1,8,1
25.20534149358047,48.64990087503028,1533.2081723832955,3,,,4.054742652650206,Wednesday,No,63.00815765839373,2022,1,8,2
25.976524064860275,38.48415291778864,1595.4276931480083,4,,,16.2052043443528,Tuesday,No,94.55062457295648,2022,1,8,3
27.72641369132929,53.33917901612849,1751.7226232599996,2,,,21.64735838249789,Wednesday,Yes,83.5768305363592,2022,1,8,4
25.25112028155413,33.634974769812565,1822.8779327096152,4,,,4.462679924559346,Monday,Yes,84.69317340818874,2022,1,8,5
26.39275137551011,52.9465256954574,1387.1175740254912,2,,,4.670368819612766,Sunday,No,78.58613842129708,2022,1,8,6
25.403668920903502,38.21610476774064,1739.9318744254724,2,,,29.118920042199758,Tuesday,No,75.64668454750125,2022,1,8,7
22.65582435237804,54.16381828595459,1086.4759569750108,7,,,8.77976319994638,Wednesday,Yes,73.2068674222959,2022,1,8,8
23.10978491736091,53.8319018791167,1483.8715001969092,1,,,28.162491048784744,Tuesday,No,74.33393532360886,2022,1,8,9
24.43071127958496,37.29842102013082,1423.2985933354885,9,,,19.145163006646165,Monday,Yes,81.30053662729328,2022,1,8,10
23.768468456818773,49.08568112892719,1312.446456611222,7,,,16.753370198956954,Thursday,No,78.22920748795471,2022,1,8,11
25.673183798344112,55.43730017771927,1353.5196976926484,0,,,14.255247441241766,Saturday,No,75.41031586036098,2022,1,8,12
24.12875170299725,56.93177700607938,1666.7137127092624,3,,,24.83746926974548,Sunday,No,71.18623045897634,2022,1,8,13
29.53401925351112,35.29794526902682,1949.3384776642547,2,,,9.666940422574488,Tuesday,Yes,92.8609254933263,2022,1,8,14
25.96679015594368,38.733821285228224,1616.5585118018594,7,,,27.38824466728665,Thursday,No,82.10276684430163,2022,1,8,15
24.74086027042263,45.39176155603927,1685.6746590412488,4,,,16.573861066473718,Friday,Yes,78.28652837883581,2022,1,8,16
29.954995385290918,55.09653944204392,1107.2029804321808,5,,,26.99403988634975,Friday,No,86.08746919457022,2022,1,8,17
22.25393776775444,39.75479364053831,1899.08752553056,7,,,26.92693129299685,Saturday,Yes,74.57680497677092,2022,1,8,18
24.54321847580241,31.32913857960157,1556.6591447905705,9,,,9.653999290542265,Thursday,Yes,90.53846528743108,2022,1,8,19
24.341976608271324,43.53846921199087,1332.2874186119748,3,,,24.952276053985926,Sunday,Yes,76.76832119015009,2022,1,8,20
27.605576132408025,58.522580321681176,1573.324025870755,8,,,10.052394317103076,Monday,No,86.41515216046992,2022,1,8,21
25.71536181264341,57.644341784000936,1623.7826773041693,5,,,26.939577391668514,Monday,No,76.19438265142527,2022,1,8,22
26.88056181693612,51.62348564090799,1118.1674861956114,4,,,16.40120436925499,Tuesday,No,76.9339196411834,2022,1,8,23
24.119764413264544,41.2256141576802,1291.1083800681697,0,,,1.887773804376244,Thursday,Yes,71.05504380693068,2022,1,9,0
22.17423028089874,37.664926653084585,1566.1811448102976,9,,,15.488634141415256,Friday,Yes,77.39615132557863,2022,1,9,1
21.468667460901354,34.52321016487253,1666.9390640478302,8,,,28.99059534152058,Sunday,No,70.65426607453617,2022,1,9,2
22.547048748379524,46.11825116613712,1722.155626137732,3,,,17.526641790456683,Wednesday,No,67.80754950018792,2022,1,9,3
23.95915995688079,31.208977419142425,1730.5310895304603,2,,,2.142625933583735,Tuesday,Yes,72.0717496237688,2022,1,9,4
20.684440013800035,38.48799934378332,1284.5311450403722,0,,,13.510404676859723,Thursday,Yes,59.60890188505656,2022,1,9,5
28.000336390112764,57.80399002713988,1291.7759539679073,7,,,5.304088924379312,Thursday,Yes,90.01159284299351,2022,1,9,6
20.68728253080148,34.002304053585355,1801.9601834503444,6,,,2.4631038271878825,Friday,No,73.37704700964338,2022,1,9,7
20.3729554435034,49.62542404756125,1426.729099685438,4,,,6.6778006021143375,Saturday,Yes,70.97874709212677,2022,1,9,8
21.992942809454743,46.86319508507337,1559.1884565676196,3,,,14.646472740867877,Friday,No,74.3795743154023,2022,1,9,9
22.222802352583667,50.01013663255847,1314.5127603969,7,,,0.6575869823376901,Thursday,No,67.64237008316105,2022,1,9,10
22.646559515360728,31.241662765634143,1365.621979533984,0,,,22.636324752620208,Friday,Yes,71.53539589665067,2022,1,9,11
20.14509495003621,54.14669940289325,1021.604251765224,6,,,20.02054349274434,Thursday,Yes,65.28898283111768,2022,1,9,12
23.852435159678947,34.38852564842371,1829.1570542530017,1,,,1.066889835272945,Friday,No,72.43112712908069,2022,1,9,13
26.82715303111651,52.87742397945871,1262.6298727324445,3,,,24.092048894174027,Tuesday,No,75.68903567876515,2022,1,9,14
20.98349283293633,54.436805662529,1360.452426406476,0,,,20.944537235057737,Thursday,No,71.77872060518372,2022,1,9,15
26.94394100605918,31.95760009430581,1846.2665671519612,0,,,0.0684567428635662,Saturday,No,80.04392593841625,2022,1,9,16
20.918701288551315,35.61912354876615,1541.747142132121,8,,,1.5465923690176877,Friday,Yes,75.3694376988319,2022,1,9,17
28.79848358113788,37.71604786793632,1091.8352610376628,7,,,0.2983334028802709,Wednesday,Yes,86.55059850127053,2022,1,9,18
24.480359303565752,56.39299101425004,1184.7011070061412,7,,,5.728590972409617,Friday,No,71.93814969843436,2022,1,9,19
25.643102418817787,51.83971390010837,1196.7616728314845,5,,,14.017385026321564,Tuesday,Yes,87.13708266107015,2022,1,9,20
24.217179754081734,53.537760856682624,1319.8096525171284,6,,,26.676689670730397,Friday,Yes,73.58696136798733,2022,1,9,21
28.0306567877647,30.400534189937023,1185.7144181293863,2,,,13.43734792471181,Tuesday,No,90.72509867918768,2022,1,9,22
23.36563319750552,52.01581684304281,1582.2214315214576,5,,,18.349740426275293,Sunday,No,72.9962814909488,2022,1,9,23
23.26041504798717,50.94770948699049,1326.2245678325598,5,,,28.83875614947569,Thursday,No,85.68075277503624,2022,1,10,0
21.14941244491787,51.286700376933794,1979.9327493232413,8,,,16.444138046110876,Saturday,No,69.30518444855907,2022,1,10,1
28.177566231815558,41.06552862909508,1406.1936180732778,0,,,6.408111896203823,Tuesday,Yes,73.99983940485824,2022,1,10,2
21.00449301006466,32.803719694818064,1188.5065754058612,4,,,0.3417810546037425,Monday,No,70.28576213853393,2022,1,10,3
20.957066151123065,54.45741560735707,1801.3606110591336,6,,,20.881790658921297,Monday,No,75.17636554806667,2022,1,10,4
26.970114943272577,46.54399813709438,1740.2115580379896,6,,,2.140057381957993,Friday,Yes,86.71559756482247,2022,1,10,5
29.38485262640809,49.77790579108418,1950.0403523466268,8,,,24.159661239908704,Monday,Yes,90.45215551215163,2022,1,10,6
20.98606705236942,59.66964946734221,1764.5174422999548,2,,,8.495498820113351,Wednesday,No,64.36966291489324,2022,1,10,7
